play_no,round,investment,age,propose_rule,agree_rule,reject_rule,argue,praises,complains,propose_punish,propose_reward,sample_vill,site_ID,playerid,edu,sex,role_yn,cont_lab,cont_money,reci_wat,crop_choice,dist_field,total_help,fes_village,treat,payment_form,position_game,disclosure,communication,L1_propose_rule,L1_agree_rule,L1_reject_rule,L1_praises,L1_argue,L1_propose_punish,L1_propose_reward,L1_propose_reward_others,L1_reject_rule_others,L1_agree_rule_others,L1_propose_rule_others,L1_propose_punish_others,L1_argue_others,L1_investment,aver_inv_other,L1_aver_inv_other,other_group_inv,wheat_choice_others,L1_wheat_choice_others,L1_crop_choice,L1_wheat_choice_other_group,damforfarming,otherinvestedmore,L1_otherinvestedmore
9,2,900,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,900,1800,1983.333,9300,3,1,1,0,0,0,0
2,2,2400,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,500,1550,1716.667,11200,0,0,1,1,0,1,1
4,2,2800,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2900,1800,1983.333,9300,3,1,1,0,0,0,0
7,2,1400,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1900,1800,1983.333,9300,3,1,1,0,0,0,0
8,2,400,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,1716.667,2250,9300,2,1,1,0,0,0,0
13,2,3000,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,3000,1550,1716.667,11200,0,0,1,1,0,1,1
12,3,100,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,100,1000,1550,9900,1,0,1,3,0,1,1
10,3,300,24,0,0,0,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,1,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2700,1483.333,1800,6500,1,3,1,0,0,0,0
8,3,1000,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,400,1500,1716.667,6500,1,2,1,0,0,0,0
13,3,0,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,3000,1000,1550,9900,1,0,1,3,0,1,1
2,3,2000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2400,1000,1550,9900,1,0,1,3,0,1,1
11,3,2900,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2900,1000,1550,9900,1,0,1,3,0,1,1
9,3,900,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,900,1483.333,1800,6500,1,3,0,0,0,0,0
3,3,100,38,0,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,200,1000,1550,9900,1,0,1,3,0,1,1
4,3,2500,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2800,1483.333,1800,6500,1,3,1,0,0,0,0
7,3,1700,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1400,1483.333,1800,6500,1,3,0,0,0,0,0
1,3,500,45,0,0,0,0,0,0,0,0,1,52,6101,2,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,0,750,1150,9900,1,0,1,3,0,1,1
6,3,1500,36,0,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,1500,1483.333,1800,6500,1,3,1,0,0,0,0
14,3,900,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,700,1000,1550,9900,1,0,1,3,0,1,1
5,3,2000,21,0,0,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,0,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,1500,1483.333,1800,6500,1,3,0,0,0,0,0
12,4,100,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,100,900,1000,10700,0,1,1,1,0,1,1
10,4,600,24,0,0,0,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,1,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,300,1500,1483.333,7900,1,1,1,2,0,0,0
1,4,2500,45,0,0,0,0,0,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,500,983.3333,750,10700,0,1,0,1,0,1,1
7,4,2000,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1700,1500,1483.333,7900,1,1,1,2,0,0,0
2,4,2000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2000,900,1000,10700,0,1,0,1,0,1,1
6,4,1500,36,0,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,1500,1500,1483.333,7900,1,1,1,2,0,0,0
11,4,2900,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2900,900,1000,10700,0,1,1,1,0,1,1
3,4,200,38,0,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,100,900,1000,10700,0,1,1,1,0,1,1
14,4,200,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,900,900,1000,10700,0,1,1,1,0,1,1
9,4,900,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,900,1500,1483.333,7900,1,1,1,2,0,0,0
5,4,2500,21,0,0,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,0,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2000,1500,1483.333,7900,1,1,0,2,0,0,0
13,4,0,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,0,900,1000,10700,0,1,1,1,0,1,1
8,4,1700,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,0,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,1000,1633.333,1500,7900,2,1,1,2,0,0,0
4,4,1500,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2500,1500,1483.333,7900,1,1,1,2,0,0,0
4,5,1000,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,1500,1550,1500,7300,3,1,1,0,0,0,0
7,5,1500,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,2000,1550,1500,7300,3,1,1,0,0,0,0
12,5,0,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,100,1133.333,900,11100,1,0,1,2,0,1,1
1,5,500,45,0,0,0,0,0,0,0,0,1,52,6101,2,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,966.6667,983.3333,11100,1,0,1,2,0,1,1
3,5,100,38,0,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,200,1133.333,900,11100,1,0,1,2,0,1,1
13,5,3000,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,0,1133.333,900,11100,1,0,1,2,0,1,1
10,5,700,24,0,0,0,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,1,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,600,1550,1500,7300,3,1,1,0,0,0,0
9,5,2100,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,900,1550,1500,7300,3,1,1,0,0,0,0
11,5,2000,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2900,1133.333,900,11100,1,0,1,2,0,1,1
6,5,1500,36,0,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,1500,1550,1500,7300,3,1,1,0,0,0,0
8,5,1800,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,1700,1500,1633.333,7300,2,2,0,0,0,0,0
2,5,1500,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2000,1133.333,900,11100,1,0,1,2,0,1,1
5,5,2500,21,0,0,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,0,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2500,1550,1500,7300,3,1,0,0,0,0,0
14,5,200,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,200,1133.333,900,11100,1,0,1,2,0,1,1
3,6,3000,38,0,5,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,1,1,5,1,0,0,0,0,0,0,0,0,,,,,,,100,2366.667,1133.333,10900,0,1,1,3,0,0,1
9,6,1500,60,0,0,1,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,1,1,6,1,0,0,0,0,0,0,0,0,,,,,,,2100,1483.333,1550,16300,2,3,0,2,0,1,0
2,6,3000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,1,1,6,1,0,0,0,0,0,0,0,0,,,,,,,1500,2366.667,1133.333,10900,0,1,0,3,0,0,1
12,6,2200,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,,,,,,,0,2366.667,1133.333,10900,0,1,1,3,0,0,1
11,6,2900,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,2000,2366.667,1133.333,10900,0,1,1,3,0,0,1
14,6,100,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,200,2366.667,1133.333,10900,0,1,1,3,0,0,1
10,6,2500,24,0,0,0,1,0,0,1,0,1,52,6110,2,0,0,0,0,0,0,3,0,0,1,1,5,1,0,0,0,0,0,0,0,0,,,,,,,700,1483.333,1550,16300,2,3,1,2,0,1,0
1,6,2100,45,0,0,0,0,2,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,,,,,,,500,2216.667,966.6667,10900,0,1,0,3,0,0,1
4,6,500,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,1000,1483.333,1550,16300,2,3,1,2,0,1,0
8,6,2000,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,1,1,7,1,0,0,0,0,0,0,0,0,,,,,,,1800,1566.667,1500,16300,2,2,1,2,0,1,0
6,6,1400,36,0,4,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,,,,,,1500,1483.333,1550,16300,2,3,1,2,0,1,0
5,6,2500,21,0,0,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,1,10,0,0,1,1,3,1,0,0,0,0,0,0,0,0,,,,,,,2500,1483.333,1550,16300,2,3,0,2,0,1,0
13,6,3000,23,2,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,,,,,,3000,2366.667,1133.333,10900,0,1,1,3,0,0,1
7,6,500,20,4,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,1500,1483.333,1550,16300,2,3,0,2,0,1,0
5,7,2500,21,0,0,0,0,0,0,0,1,1,52,6105,2,1,0,0,0,0,1,10,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1,4,4,1,1,2500,2433.333,1483.333,14600,0,2,1,0,0,0,1
6,7,1700,36,6,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,0,4,0,0,0,0,0,0,1,4,4,1,1,1400,2433.333,1483.333,14600,0,2,1,0,0,0,1
10,7,2600,24,0,0,6,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,1,3,0,0,1,1,5,1,1,0,0,0,0,1,1,0,0,1,4,4,1,1,2500,2433.333,1483.333,14600,0,2,0,0,0,0,1
11,7,2900,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,0,3,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,2900,1983.333,2366.667,17100,2,0,1,2,0,1,0
4,7,2500,25,0,0,0,0,0,0,1,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,1,4,4,1,1,500,2433.333,1483.333,14600,0,2,1,0,0,0,1
13,7,3000,23,2,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,5,2,0,0,3000,1983.333,2366.667,17100,2,0,1,2,0,1,0
1,7,2700,45,0,0,0,0,2,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,1,1,7,1,1,0,0,0,2,0,0,0,0,0,5,2,0,0,2100,2433.333,2216.667,17100,2,0,1,2,0,1,0
2,7,0,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,3000,1983.333,2366.667,17100,2,0,1,2,0,1,0
8,7,2500,19,0,0,0,0,0,2,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,1,1,7,1,1,0,0,0,0,0,0,0,0,0,4,4,1,1,2000,2433.333,1566.667,14600,0,2,1,0,0,0,1
9,7,2500,60,0,0,0,0,1,0,0,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,4,4,1,1,1500,2433.333,1483.333,14600,0,2,1,0,0,0,1
3,7,3000,38,0,5,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,1,1,5,1,1,0,5,0,0,0,0,0,0,0,5,2,0,0,3000,1983.333,2366.667,17100,2,0,1,2,0,1,0
14,7,100,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,100,1983.333,2366.667,17100,2,0,1,2,0,1,0
7,7,2800,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,1,5,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,4,4,1,1,500,2433.333,1483.333,14600,0,2,0,0,0,0,1
12,7,2900,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,2200,1983.333,2366.667,17100,2,0,1,2,0,1,0
1,8,2900,45,0,0,0,0,0,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,1,1,7,1,1,0,0,0,2,0,0,0,0,0,5,2,0,0,2700,1866.667,2433.333,19000,0,2,1,0,0,1,1
3,8,100,38,2,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,1,1,5,1,1,0,5,0,0,0,0,0,0,0,5,2,0,0,3000,1883.333,1983.333,19000,0,2,1,0,0,1,1
12,8,2900,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,2900,1883.333,1983.333,19000,0,2,1,0,0,1,1
14,8,300,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,100,1883.333,1983.333,19000,0,2,0,0,0,1,1
13,8,3000,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,5,2,0,0,3000,1883.333,1983.333,19000,0,2,1,0,0,1,1
4,8,2800,25,0,3,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,0,6,0,0,1,1,4,1,1,0,0,0,0,0,1,0,1,6,0,6,1,0,2500,2716.667,2433.333,14200,4,0,1,2,0,0,0
5,8,2600,21,0,0,0,2,0,0,0,0,1,52,6105,2,1,0,0,0,0,1,10,0,0,1,1,3,1,1,0,0,0,0,0,0,1,1,6,0,6,1,0,2500,2716.667,2433.333,14200,4,0,1,2,0,0,0
11,8,2000,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,2900,1883.333,1983.333,19000,0,2,0,0,0,1,1
8,8,2700,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,0,6,0,0,1,1,7,1,1,0,0,0,0,0,0,0,1,6,0,6,1,0,2500,2716.667,2433.333,14200,4,0,1,2,0,0,0
9,8,2700,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,0,2,0,0,1,1,6,1,1,0,0,0,1,0,0,0,1,6,0,6,1,0,2500,2716.667,2433.333,14200,4,0,1,2,0,0,0
6,8,2700,36,0,0,0,0,0,0,1,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,6,0,0,0,0,0,0,1,6,0,6,1,0,1700,2716.667,2433.333,14200,4,0,1,2,0,0,0
7,8,2800,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,0,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,6,0,6,1,0,2800,2716.667,2433.333,14200,4,0,1,2,0,0,0
10,8,2700,24,2,0,0,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,0,3,0,0,1,1,5,1,1,0,0,6,0,0,0,0,1,6,0,6,1,0,2600,2716.667,2433.333,14200,4,0,1,2,0,0,0
2,8,3000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1883.333,1983.333,19000,0,2,1,0,0,1,1
9,9,2800,60,0,0,0,0,0,0,1,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,3,2,1,2,2700,2800,2716.667,19900,0,4,0,0,0,1,0
13,9,3000,23,0,0,5,0,0,0,1,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3000,2833.333,1883.333,19600,1,0,1,5,0,0,1
7,9,2800,20,0,0,0,0,2,0,0,0,1,52,6107,3,1,0,0,0,0,1,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,1,2,2800,2800,2716.667,19900,0,4,0,0,0,1,0
11,9,3000,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2000,2833.333,1883.333,19600,1,0,1,5,0,0,1
14,9,3000,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,300,2833.333,1883.333,19600,1,0,1,5,0,0,1
3,9,3000,38,2,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,1,1,5,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,100,2833.333,1883.333,19600,1,0,1,5,0,0,1
1,9,2900,45,0,0,0,0,2,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2900,2816.667,1866.667,19600,1,0,1,5,0,0,1
12,9,2000,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2900,2833.333,1883.333,19600,1,0,1,5,0,0,1
6,9,2900,36,5,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,3,2,1,2,2700,2800,2716.667,19900,0,4,1,0,0,1,0
2,9,3000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3000,2833.333,1883.333,19600,1,0,1,5,0,0,1
4,9,2800,25,0,0,0,0,0,1,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,1,1,4,1,1,0,3,0,0,0,0,0,0,0,3,2,1,2,2800,2800,2716.667,19900,0,4,0,0,0,1,0
10,9,2800,24,0,0,0,0,0,0,0,1,1,52,6110,2,0,0,0,0,0,1,3,0,0,1,1,5,1,1,2,0,0,0,0,0,0,0,0,3,2,1,2,2700,2800,2716.667,19900,0,4,0,0,0,1,0
8,9,2800,19,0,0,0,1,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,1,1,7,1,1,0,0,0,0,0,0,0,0,0,3,2,1,2,2700,2800,2716.667,19900,0,4,0,0,0,1,0
5,9,2700,21,0,6,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,1,10,0,0,1,1,3,1,1,0,0,0,0,2,0,0,0,0,3,2,1,2,2600,2800,2716.667,19900,0,4,1,0,0,1,0
9,10,2900,60,0,0,0,0,0,0,0,0,1,52,6109,2,0,0,0,0,0,1,2,0,0,1,1,6,1,1,0,0,0,0,0,1,0,1,0,6,5,1,0,2800,2916.667,2800,20800,0,0,1,1,0,1,1
10,10,2900,24,0,0,0,0,0,0,0,0,1,52,6110,2,0,0,0,0,0,1,3,0,0,1,1,5,1,1,0,0,0,0,0,0,1,1,0,6,5,1,0,2800,2916.667,2800,20800,0,0,1,1,0,1,1
4,10,2900,25,0,0,0,0,0,0,0,0,1,52,6104,2,1,0,0,0,0,1,6,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,6,5,1,0,2800,2916.667,2800,20800,0,0,1,1,0,1,1
2,10,3000,35,0,0,0,0,0,0,0,0,1,52,6102,2,1,0,0,0,0,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,5,0,2,1,0,3000,2983.333,2833.333,20400,0,1,1,0,0,0,0
12,10,2900,30,0,0,0,0,0,0,0,0,1,52,6112,1,1,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,5,0,2,1,0,2000,2983.333,2833.333,20400,0,1,0,0,0,0,0
11,10,3000,50,0,0,0,0,0,0,0,0,1,52,6111,1,1,0,0,0,0,1,3,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,5,0,2,1,0,3000,2983.333,2833.333,20400,0,1,1,0,0,0,0
5,10,2900,21,0,0,0,0,0,0,0,0,1,52,6105,2,1,0,0,0,0,1,10,0,0,1,1,3,1,1,0,6,0,0,0,0,0,1,0,6,5,1,0,2700,2916.667,2800,20800,0,0,1,1,0,1,1
14,10,3000,35,0,0,0,0,0,0,0,0,1,52,6114,2,0,0,0,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,2,1,0,3000,2983.333,2833.333,20400,0,1,1,0,0,0,0
13,10,3000,23,0,0,0,0,0,0,0,0,1,52,6113,4,1,0,0,0,0,1,4,0,0,1,1,2,1,1,0,0,5,0,0,1,0,0,5,0,2,1,0,3000,2983.333,2833.333,20400,0,1,1,0,0,0,0
8,10,2900,19,0,0,0,0,0,0,0,0,1,52,6108,2,1,0,0,0,0,1,6,0,0,1,1,7,1,1,0,0,0,0,1,0,0,1,0,6,5,0,1,2800,2916.667,2800,20800,0,0,1,1,0,1,1
3,10,3000,38,0,0,0,0,0,0,0,0,1,52,6103,4,1,1,1,0,0,1,8,0,0,1,1,5,1,1,2,0,0,0,0,0,0,0,5,0,2,1,0,3000,2983.333,2833.333,20400,0,1,1,0,0,0,0
7,10,2900,20,0,0,0,0,0,0,0,0,1,52,6107,3,1,0,0,0,0,1,5,0,0,1,1,1,1,1,0,0,0,2,0,0,0,1,0,6,5,1,0,2800,2916.667,2800,20800,0,0,1,1,0,1,1
6,10,3000,36,0,0,0,0,0,0,0,0,1,52,6106,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,5,0,0,0,0,0,0,1,0,6,5,1,0,2900,2916.667,2800,20800,0,0,1,1,0,1,1
1,10,2900,45,0,0,0,0,0,0,0,0,1,52,6101,2,1,1,0,0,0,1,0,0,0,1,1,7,1,1,0,0,0,2,0,0,0,0,5,0,2,1,0,2900,2966.667,2816.667,20400,0,1,1,0,0,0,0
5,1,2600,30,0,0,0,0,0,0,0,0,1,53,6205,2,1,0,1,0,0,1,11,1,1,0,1,3,0,0,,,,,,,,,,,,,,,1766.667,,11600,0,,,,0,0,
6,1,100,48,0,0,0,0,0,0,0,0,1,53,6206,2,0,0,1,0,0,1,8,5,1,0,1,2,0,0,,,,,,,,,,,,,,,1766.667,,11600,0,,,,0,0,
9,1,1500,27,0,0,0,0,0,0,0,0,1,53,6209,3,1,1,1,0,1,1,5,3,1,0,1,6,0,0,,,,,,,,,,,,,,,1766.667,,11600,0,,,,0,0,
